MEbrown MEturquoise MEblue MEyellow MEgreen MEgrey
0.00253721409742685 -0.030640208259387 -0.0190659792117128 -0.015037494832871 -0.0735319045001794 -0.0395165947632115
-0.000556319053737681 -0.0318207333637418 -0.00396939457218048 -0.0046864699574275 -0.0433396052274028 -0.00456363910467605
-0.144808648071424 -0.0563413379371007 -0.0235570551975902 0.0381401465819565 -0.00302898051042081 -0.0133461261956139
-0.00329529663449657 0.0236213322212098 0.0195522111311559 0.0124082552014544 0.0206711554553219 0.0285624807197357
-0.00975930854216715 0.00672474966271882 0.0434784582474574 0.0156237763128398 0.012227851602981 -0.030122025483799
-0.0287837105476156 -0.0282296908541902 0.0162424478189624 -0.00339707402509144 -0.0202177973360022 -0.0893030923408593
-0.0159637708859306 0.00681312333500219 0.0294492490038544 0.0253994240114859 0.0885362217128493 0.0245962008642712
0.0475121621108085 -0.0122948608162736 -0.0431086289021954 -0.0822988297629162 -0.0409074898196362 -0.00503951435984809
0.0612427743895659 -0.0353760375708861 -0.0939402047773549 -0.131125435496423 -0.0757844975508761 -0.00900990454288046
-0.15378968357385 -0.0234098240205237 0.00219362001228692 0.0694036771478601 0.017681553907831 -0.0177881726184885
-0.0486369498036837 -0.0328543660615112 -0.0202135052763694 0.0302870251808417 -0.0205312875816184 -0.00985102012270484
-0.106675387945816 -0.0147356228466216 -0.000135726004825257 0.0825537457686548 0.0182358516086221 0.015465828557669
0.00183761128558789 -0.0450578449670692 -0.0480374329271417 -0.0752918538978862 -0.0156266366815049 -0.0365415057301669
-0.104246034389513 -0.0741784245222356 -0.0730730520661794 0.0198359215754029 0.0192812856110576 0.0499868434508377
-0.00403420834439698 -0.0220577835212355 -0.0350708025655771 -0.022401817696624 -0.0723485553616874 -0.0314067959869002
0.0288928957318061 0.0352011862712471 0.036604922235769 -0.00921533238191905 -0.0523911140381524 -0.0589793164090226
0.0327958649674467 0.0341885287696218 0.00890697368451346 0.000501842645799667 0.0441511619498063 0.0537912831489505
-0.0256154719429008 -0.00969520955802763 0.0119247376635491 -0.00179210884115742 0.0285862949077473 -0.0145898681280155
0.040787833001011 0.010144205164765 0.0273337860458396 -0.00186348857491237 -0.0240798026661964 0.0251017062339766
0.0333419124881403 0.0188402390959649 0.0372806707019755 0.00162395932186004 0.0120128006674896 -0.0424744962607721
0.0373214350802267 -0.00340454674534498 0.0224542071936742 0.0114719493724108 -0.0218663056361175 0.0277040344113008
0.0193360898319711 -0.035777890686322 -0.0441178506250315 -0.0227830840262904 0.000550073908908761 0.0487536265371831
0.00663010261348734 0.0189763415758769 0.035507078136267 0.0353383559708871 -0.0307732783915778 -0.0555892350097104
-0.04626185969683 0.0281418621085974 0.0310403444391525 0.068530855764125 0.0140355280086584 0.00109694579633599
-0.0148174060043848 -0.0454771133724228 -0.0381101162528433 -0.000803630522534619 -0.0379728365331613 -0.0167435958735726
-0.0388817245441385 0.0150389950704595 0.0256258070055373 0.0684890792013541 0.0198176681966258 -0.00406791508929969
-0.0209890183726651 -0.00635959209846834 0.000458584923036883 0.0363687179619071 -0.0121889731075741 0.0101108674363697
-0.0539679303193164 -0.0116127152688768 -0.00696926132666652 0.0402683752120175 0.0128884994087961 -0.00477981221613458
-0.0185103288054075 0.0129623413235285 0.0150267156364493 0.0517583251245934 0.0168119928974646 0.00371126738034229
-0.102053809676632 -0.107320833063986 -0.143400417051404 -0.0426287280127064 -0.0610926952076426 0.0707874911586853
0.0184006983888926 0.00049051211110476 0.00449391208042451 -0.0154850080606952 -0.0331016587929882 -0.0326562276713092
0.0610686961285358 0.0133767469871057 -0.0329300087881459 -0.0816854180006921 -0.0409754787626392 0.00970732678979494
0.045108454492605 -0.0121756925360357 -0.011562044102754 -0.0111943674241037 -0.0224531731800902 -0.0345906204568883
0.0855551957721749 0.00360736850693886 -0.0442596815735358 -0.0879554370347201 -0.0437571516386853 -0.0313743497162659
-0.00808693984211725 -0.0720507513240687 -0.1053698798849 -0.0915773627874443 -0.0907598127079117 -0.0416503299574207
0.060431759316529 -0.0626620526797604 -0.111895110983802 -0.1369347907963 -0.0918669965743348 -0.0281039376883596
0.0684261862003182 0.0385149840344209 -0.00227760352498858 -0.0594060123213771 -0.0143818921316765 0.0105273786165448
0.0511766041065017 -0.0335003199873702 -0.0751983392021749 -0.129582323895332 -0.0661930036046364 -0.0241738048536946
0.118637189890877 0.0470596997504183 -0.00457260532344995 -0.133163186146113 -0.00384773684347014 -0.0231355952163536
0.0876462877413724 0.0855124910553045 0.0279441647676308 -0.0729455670415857 -0.0321379517630712 -0.00884949361237297
-0.0147024360638296 0.0188156629112562 0.0261428893801282 0.043105765872627 0.0360242598413312 0.00291112423082978
-0.156260925125736 -0.0889447172587355 -0.0510815594103889 0.0244242941033696 0.0494204703390847 -0.000762923391389334
-0.0434096136297568 -0.00271135661167587 -0.0178081547271861 -0.00779917494623193 0.00773866299371039 -0.0132067324010182
-0.0618391560847558 -0.0379462528909225 -0.00393532945793931 0.0507200971765768 0.0164872302253282 -0.0397590610176073
0.0540110224447603 -0.00714079280841597 -0.0372816243658359 -0.0862502757501595 -0.0752080985177583 -0.06019266027198
0.0925736957204104 -0.0217730043785472 -0.0667759706497018 -0.156404169909375 -0.0891035453813328 -0.00409602461812681
-0.0130774207032153 0.0158716021562667 0.00597110563372946 -0.0205726523126357 -0.0233718687211914 -0.0187707451495074
0.0851872643828907 -0.0188848135031578 -0.0692737926078239 -0.142381705576836 -0.072272896445089 0.00955326522812177
0.0317424999616219 -0.0284731822846126 -0.0387687435119826 -0.0847179003833094 -0.0394579019721381 -0.0163019580170837
0.0775460277152391 -0.0555280630385239 -0.0725584613906596 -0.104609009325368 -0.0609451162293386 -0.00421299015672435
